20120412101400,58,114,23,21,8,56,36,0,10,17,185,61,9,9,0,6,90,9,12.14,33.12,23.14,18.28,18
20120412101420,61,68,20,25,10,96,44,7,3,10,195,38,2,27,5,7,104,31,12.11,31.57,23.29,17.54,20
20120412101440,33,94,27,26,9,72,38,2,7,11,194,44,9,32,4,12,112,22,11.82,33.8,24.25,17.85,18
20120412101500,46,83,26,36,13,94,46,11,3,11,152,45,2,24,7,18,94,17,10.39,28.63,21.45,16.07,17
20120412101520,26,84,26,43,16,106,44,1,6,7,157,60,4,46,5,19,92,18,11.24,30.8,23.01,17.51,17
20120412101540,39,88,21,34,10,71,31,1,3,6,148,72,7,31,1,17,87,27,10.9,30.01,22.59,17.09,16
20120412101600,30,77,26,25,8,72,35,3,6,14,169,59,3,33,2,13,99,29,10.3,28.39,21.03,16.55,19
20120412101620,34,84,24,34,13,88,38,1,2,1,180,36,1,33,2,10,106,24,11.54,32.58,23.69,16.11,16
20120412101640,30,82,21,20,4,99,43,3,2,8,186,54,4,42,3,25,121,38,11.69,31.87,23.91,17.73,17
20120412101700,22,94,29,24,8,102,51,5,6,14,169,56,6,41,4,15,105,18,11.84,31.54,23.36,17.41,19
20120412101720,37,80,20,31,11,92,41,5,4,14,175,53,3,40,4,21,125,31,12.72,33.3,25.08,18.94,18
20120412101740,27,92,23,30,11,83,37,3,7,8,191,53,8,31,4,15,120,16,12.14,31.98,23.45,18.14,17
20120412101800,20,79,20,33,11,87,38,6,6,7,166,47,6,32,4,19,104,31,11.4,29.49,22.02,17.6,18
20120412101940,73,182,49,17,7,65,39,1,13,30,262,79,15,8,1,6,89,8,15.41,41.1,29.49,25.07,23
20120412102000,90,125,35,41,17,105,56,4,11,19,231,78,9,42,1,9,126,15,17.19,44.26,31.69,25.14,24
20120412102020,72,123,25,29,9,101,55,1,8,18,236,58,7,38,2,15,147,31,16.97,43.1,30.87,23.89,22
20120412102040,53,113,28,27,11,122,61,6,11,13,213,61,10,45,2,13,136,36,15.21,40.45,29.5,23.35,22
20120412102100,52,123,38,43,10,102,47,6,10,19,226,81,13,43,6,14,120,30,15.38,40.88,29.92,24.35,21
20120412102120,47,110,41,32,11,126,55,5,7,6,219,87,8,48,3,21,132,34,14.15,39.85,29.31,22.93,19
20120412102140,56,120,27,32,12,124,54,7,11,9,201,51,9,43,10,28,119,32,13.5,39.04,28.75,23.35,22
20120412102200,52,113,32,29,11,111,50,3,6,18,203,65,7,45,5,26,153,46,15.28,41.19,29.92,22.54,21
20120412102220,51,110,32,34,10,108,44,1,11,21,211,59,13,54,1,23,132,38,14.18,39.72,29.33,24.7,21
20120412102240,46,112,34,25,9,82,37,5,8,9,236,77,5,42,3,20,156,39,15.47,40.33,29.5,23.12,21
20120412102300,35,109,27,40,15,102,55,9,9,15,236,73,9,28,7,23,169,45,15.76,41.94,30.85,23.76,20
20120412102320,36,119,23,38,11,136,61,6,5,16,249,49,8,47,7,21,147,39,16.33,43.37,31.5,23.77,19
20120412102340,35,94,30,28,12,118,57,4,13,14,235,59,15,45,6,31,162,39,15.48,41.1,29.55,25.02,22
20120412102400,33,102,28,43,15,121,46,10,7,13,219,47,5,46,8,31,150,39,15,39.91,29.84,22.14,21
20120412102540,89,146,27,40,15,118,66,9,17,15,317,109,17,27,4,16,170,31,20.39,54.38,38.11,32.74,25
20120412102600,64,129,33,60,25,136,58,5,13,17,299,73,14,47,11,24,189,29,20.23,52.51,37.65,30.8,24
20120412102620,70,155,37,51,18,150,79,4,12,14,322,61,12,66,3,18,192,43,20.47,55.7,39.9,32.03,31
20120412102640,53,123,34,85,28,161,73,11,8,15,256,60,9,61,8,26,182,40,16.97,46.99,34.98,28.36,24
20120412102700,70,158,32,47,12,115,56,4,9,15,260,79,7,60,4,21,160,40,18.54,49.54,35.52,28.04,24
20120412102720,60,131,37,59,24,155,75,12,11,15,279,71,14,51,10,19,203,43,18.36,53.04,38.47,30.73,24
20120412102740,53,138,50,74,25,121,56,8,9,19,283,69,7,54,10,20,169,43,18.81,50.88,36.7,29.64,22
20120412102800,52,154,44,41,9,147,73,10,8,18,261,93,13,55,9,29,178,39,19.14,49.47,36.1,28.14,23
20120412102820,41,160,37,48,21,116,50,10,10,15,272,83,8,46,9,21,173,39,19.69,51.77,36.58,28.77,24
20120412102840,45,145,47,63,22,123,56,9,5,18,284,90,7,49,9,19,192,38,19.44,51.03,37.08,28.03,25
20120412102900,52,143,40,48,11,122,53,8,7,16,270,84,9,65,9,18,164,51,18.4,48.04,35.53,27.41,23
20120412102920,65,143,36,41,16,134,72,8,9,23,277,82,9,37,7,24,192,51,18.93,51.4,37.29,28.62,23
20120412102940,51,126,42,40,14,112,50,5,10,20,271,79,9,48,7,20,178,58,17.66,47.8,34.59,27.51,23
20120412103120,78,177,39,52,15,174,90,5,15,26,370,114,15,56,4,22,212,42,22.13,62.51,46.17,35.85,31
20120412103140,98,167,49,43,14,154,71,4,7,21,356,107,7,59,4,27,183,24,22.79,59.67,44.07,33.2,34
20120412103200,97,178,55,45,19,170,78,7,13,19,311,107,11,68,10,23,191,51,20.97,57.21,44.21,34.68,31
20120412103220,63,160,40,71,22,187,88,11,16,22,344,85,16,71,7,28,203,58,23.71,59.03,45.01,36.98,42
20120412103240,89,165,53,74,28,200,96,6,11,14,297,98,8,76,6,23,188,50,20.91,55.85,43.19,33.27,28
20120412103300,59,181,53,44,14,190,83,8,9,21,287,93,14,67,10,42,184,59,20.24,55.29,42.59,34.21,28
20120412103320,65,188,46,55,20,176,82,7,17,16,342,101,16,88,5,24,196,38,25.78,62.1,45.89,37.37,32
20120412103340,62,161,41,80,30,170,69,6,12,17,366,120,12,75,6,20,226,43,24.99,62,46.82,35.64,30
20120412103400,60,161,43,85,30,187,86,13,8,20,357,87,10,74,13,32,224,56,22.53,62.12,46.8,34.8,29
20120412103420,57,162,51,79,22,158,71,9,13,27,338,88,12,69,10,23,216,52,22.82,58.43,44.28,36.34,31
20120412103440,57,188,56,48,11,154,76,10,12,26,323,116,12,59,8,17,202,70,20.89,57.64,44.24,34.52,28
20120412103500,73,165,61,60,24,173,72,3,9,20,329,136,9,59,4,30,209,55,23.07,58.31,44.69,33.78,30
20120412103740,84,201,55,93,32,200,95,6,12,34,378,89,15,76,4,25,245,44,23.47,64.91,48.39,36.91,37
20120412103800,66,193,62,83,24,212,92,11,12,28,374,119,11,80,10,27,221,57,24.17,66.71,52.55,39.98,33
20120412103820,91,197,54,72,29,172,84,8,20,33,364,136,24,70,9,29,255,46,26.71,66.7,50.47,42.68,42
20120412103840,91,200,68,90,29,187,81,9,14,33,391,129,10,68,9,48,231,64,25.58,68.05,52.03,40.34,72
20120412103900,101,194,46,60,18,226,105,13,11,17,334,132,11,81,10,36,238,68,24.84,63.68,49.62,39.5,35
20120412103920,94,216,59,60,21,200,82,11,10,31,392,108,12,83,13,35,235,44,24.18,67.3,53.44,38.19,52
20120412103940,74,201,50,103,41,190,94,10,16,20,383,119,15,78,9,35,272,43,24.26,67.15,50.81,41.73,38
20120412104000,82,191,57,81,22,193,89,5,16,39,376,106,19,85,6,35,263,69,25.4,68.42,51.75,41.06,66
20120412104020,76,203,45,60,21,223,102,8,12,32,379,116,11,89,7,33,259,53,25.37,67.64,51.08,39.72,89
20120412104040,80,198,52,68,19,206,91,5,20,21,413,103,19,90,7,25,243,65,26.28,67.26,51,41.7,39
20120412104100,80,212,59,69,27,212,98,10,19,20,369,111,19,72,7,35,240,82,26.76,66.43,50.13,41.61,394
20120412104340,127,222,52,75,27,211,113,14,11,24,468,144,12,73,12,29,276,61,28.82,78.56,58.43,44.67,46
20120412104400,122,209,59,83,30,260,129,7,15,33,445,125,13,85,8,28,302,80,26.57,77.49,58.45,44.56,86
20120412104420,128,225,73,71,25,259,124,12,12,19,431,112,20,91,11,34,288,77,27.97,75.39,57.69,46.19,49
20120412104440,109,225,67,92,28,229,103,12,21,35,394,134,13,112,11,25,272,64,29.91,73.73,56.45,45.31,54
20120412104500,77,242,68,78,26,233,104,12,17,24,406,134,21,92,9,37,275,67,27.85,76.13,56.89,45.8,42
20120412104520,76,241,64,90,29,232,107,7,15,32,446,134,11,104,13,42,276,67,29.16,77.71,58.15,44.37,46
20120412104540,87,210,47,82,32,232,112,17,17,29,473,120,17,89,11,46,318,55,29.35,80.65,59.73,47.01,86
20120412104600,95,221,62,101,32,241,101,11,7,28,468,105,5,96,15,45,273,69,27.24,78.17,58.65,42.19,44
20120412104620,71,242,58,68,26,180,86,13,14,29,481,134,23,83,10,42,300,68,28.41,81.69,59.06,46.09,42
20120412104640,72,241,69,80,24,229,105,6,18,32,446,142,12,91,7,29,295,80,27.17,78.6,58.38,45.26,60
20120412104700,90,238,58,68,31,218,109,12,15,32,434,129,16,89,9,32,272,78,27.94,78.4,58.42,45.73,51
20120412104720,103,204,62,83,24,262,119,16,14,29,428,117,17,92,19,42,314,71,29.7,76.54,58.02,44.91,54
20120412104900,212,409,114,34,14,159,103,1,23,45,557,161,25,24,1,20,226,22,35.45,88.75,66.74,52.36,68
20120412104920,181,242,65,78,29,207,109,11,23,39,495,203,19,65,7,28,304,56,34.27,86.1,65.92,53.07,75
20120412104940,170,275,74,92,37,244,124,14,14,23,501,153,17,95,12,41,291,62,34.33,86.66,66.26,51.36,60
20120412105000,172,278,75,93,38,247,126,15,15,24,507,155,18,96,13,42,294,63,34.6733,87.5266,66.9226,51.8736,58
20120412105020,174,281,76,94,39,250,128,16,16,25,513,157,19,97,14,43,297,64,35.020033,88.401866,67.591826,52.392336,120
20120412105040,176,284,77,95,40,253,130,17,17,26,519,159,20,98,15,44,300,65,35.37023333,89.28588466,68.26774426,52.91625936,75
20120412105100,178,287,78,96,41,256,132,18,18,27,525,161,21,99,16,45,303,66,35.72393566,90.17874351,68.9504217,53.44542195,64
20120412105120,180,290,79,97,42,259,134,19,19,28,531,163,22,100,17,46,307,67,36.08117502,91.08053094,69.63992592,53.97987617,55
20120412105140,182,293,80,98,43,262,136,20,20,29,537,165,23,101,18,47,311,68,36.44198677,91.99133625,70.33632518,54.51967493,57
20120412105200,184,296,81,99,44,265,138,21,21,30,543,167,24,103,19,48,315,69,36.80640664,92.91124961,71.03968843,55.06487168,147
20120412105220,186,299,82,100,45,268,140,22,22,31,549,169,25,105,20,49,319,70,37.1744707,93.84036211,71.75008531,55.6155204,63
20120412105240,188,302,83,101,46,271,142,23,23,32,555,171,26,107,21,50,323,71,37.54621541,94.77876573,72.46758617,56.17167561,68
20120412105600,190,306,84,103,47,274,144,24,24,33,561,173,27,109,22,51,327,72,37.92167757,95.72655339,73.19226203,56.73339236,91
20120412105620,192,310,85,105,48,277,146,25,25,34,567,175,28,111,23,52,331,73,38.30089434,96.68381892,73.92418465,57.30072628,171
20120412105640,194,314,86,107,49,280,148,26,26,35,573,177,29,113,24,53,335,74,38.68390328,97.65065711,74.6634265,57.87373355,103
20120412105700,196,318,87,109,50,283,150,27,27,36,579,179,30,115,25,54,339,75,39.07074232,98.62716368,75.41006076,58.45247088,99
20120412105720,198,322,88,111,51,286,152,28,28,37,585,181,31,117,26,55,343,76,39.46144974,99.61343532,76.16416137,59.03699559,109
20120412105740,200,326,89,113,52,289,154,29,29,38,591,183,32,119,27,56,347,77,39.85606424,100.6095697,76.92580298,59.62736555,98
20120412105800,202,330,90,115,53,292,156,30,30,39,597,185,33,121,28,57,351,78,40.25462488,101.6156654,77.69506101,60.2236392,113
20120412105820,205,334,91,117,54,295,158,31,31,40,603,187,34,123,29,58,355,79,40.65717113,102.631822,78.47201162,60.8258756,83
20120412105840,208,338,92,119,55,298,160,32,32,41,610,189,35,125,30,59,359,80,41.06374284,103.6581402,79.25673174,61.43413435,114
20120412105900,211,342,93,121,56,301,162,33,33,42,617,191,36,127,31,60,363,81,41.47438027,104.6947216,80.04929906,62.04847569,75
20120412105920,214,346,94,123,57,305,164,34,34,43,624,193,37,129,32,61,367,82,41.88912407,105.7416689,80.84979205,62.66896045,70
20120412110120,217,350,95,125,58,309,166,35,35,44,631,195,38,131,33,62,371,83,42.30801531,106.7990856,81.65828997,63.29565006,325
20120412110140,220,354,96,127,59,313,168,36,36,45,638,197,39,133,34,63,375,84,42.73109547,107.8670764,82.47487287,63.92860656,223
20120412110200,223,358,97,129,60,317,170,37,37,46,645,199,40,135,35,64,379,85,43.15840642,108.9457472,83.2996216,64.56789262,339
20120412110220,226,362,98,131,61,321,172,38,38,47,652,201,41,137,36,65,383,86,43.58999048,110.0352046,84.13261781,65.21357155,272
20120412110240,229,366,99,133,62,325,174,39,39,48,659,204,42,139,37,66,387,87,44.02589039,111.1355567,84.97394399,65.86570726,196
20120412110300,232,370,100,135,63,329,176,40,40,49,666,207,43,141,38,67,391,88,44.46614929,112.2469123,85.82368343,66.52436434,187
20120412110320,235,374,101,137,64,333,178,41,41,50,673,210,44,143,39,68,395,89,44.91081079,113.3693814,86.68192026,67.18960798,144
20120412110340,238,378,103,139,65,337,180,42,42,51,680,213,45,145,40,69,399,90,45.35991889,114.5030752,87.54873947,67.86150406,215
20120412110400,241,382,105,141,66,341,182,43,43,52,687,216,46,147,41,70,403,91,45.81351808,115.6481059,88.42422686,68.5401191,169
20120412110420,244,386,107,143,67,345,184,44,44,53,694,219,47,149,42,71,408,92,46.27165326,116.804587,89.30846913,69.22552029,192
20120412110440,247,390,109,145,68,349,186,45,45,54,701,222,48,151,43,72,413,93,46.7343698,117.9726329,90.20155382,69.91777549,143
20120412110500,250,394,111,147,69,353,188,46,46,55,709,225,49,153,44,73,418,94,47.20171349,119.1523592,91.10356936,70.61695325,111
20120412110700,253,398,113,149,70,357,190,47,47,56,717,228,50,155,45,74,423,95,47.67373063,120.3438828,92.01460505,71.32312278,439
20120412110720,256,402,115,151,71,361,192,48,48,57,725,231,51,157,46,75,428,96,48.15046794,121.5473216,92.9347511,72.03635401,499
20120412110740,259,407,117,153,72,365,194,49,49,58,733,234,52,159,47,76,433,97,48.63197261,122.7627948,93.86409861,72.75671755,455
20120412110800,262,412,119,155,73,369,196,50,50,59,741,237,53,161,48,77,438,98,49.11829234,123.9904228,94.8027396,73.48428473,488
20120412110820,265,417,121,157,74,373,198,51,51,60,749,240,54,163,49,78,443,99,49.60947526,125.230327,95.750767,74.21912757,504
20120412110840,268,422,123,159,75,377,200,52,52,61,757,243,55,165,50,79,448,100,50.10557002,126.4826303,96.70827467,74.96131885,474
20120412110900,271,427,125,161,76,381,202,53,53,62,765,246,56,167,51,80,453,101,50.60662572,127.7474566,97.67535741,75.71093204,477
20120412110920,274,432,127,163,77,385,205,54,54,63,773,249,57,169,52,81,458,103,51.11269197,129.0249312,98.65211099,76.46804136,424
20120412110940,277,437,129,165,78,389,208,55,55,64,781,252,58,171,53,82,463,105,51.62381889,130.3151805,99.6386321,77.23272177,465
20120412111000,280,442,131,167,79,393,211,56,56,65,789,255,59,173,54,83,468,107,52.14005708,131.6183323,100.6350184,78.00504899,530
20120412111020,283,447,133,169,80,397,214,57,57,66,797,258,60,175,55,84,473,109,52.66145765,132.9345156,101.6413686,78.78509948,526
20120412111040,286,452,135,171,81,401,217,58,58,67,805,261,61,177,56,85,478,111,53.18807223,134.2638607,102.6577823,79.57295047,471
20120412111100,289,457,137,173,82,406,220,59,59,68,814,264,62,179,57,86,483,113,53.71995295,135.6064994,103.6843601,80.36867998,403
20120412111120,292,462,139,175,83,411,223,60,60,69,823,267,63,181,58,87,488,115,54.25715248,136.9625643,104.7212037,81.17236678,469
20120412111320,295,467,141,177,84,416,226,61,61,70,832,270,64,183,59,88,493,117,54.79972401,138.33219,105.7684157,81.98409045,622
20120412111340,298,472,143,179,85,421,229,62,62,71,841,273,65,185,60,89,498,119,55.34772125,139.7155119,106.8260999,82.80393135,580
20120412111400,301,477,145,181,86,426,232,63,63,72,850,276,66,187,61,90,503,121,55.90119846,141.112667,107.8943609,83.63197066,603
20120412111420,305,482,147,183,87,431,235,64,64,73,859,279,67,189,62,91,509,123,56.46021044,142.5237937,108.9733045,84.46829037,617
20120412111440,309,487,149,185,88,436,238,65,65,74,868,282,68,191,63,92,515,125,57.02481255,143.9490316,110.0630376,85.31297327,602
20120412111500,313,492,151,187,89,441,241,66,66,75,877,285,69,193,64,93,521,127,57.59506067,145.3885219,111.1636679,86.16610301,599
20120412111520,317,497,153,189,90,446,244,67,67,76,886,288,70,195,65,94,527,129,58.17101128,146.8424072,112.2753046,87.02776404,673
20120412111540,321,502,155,191,91,451,247,68,68,77,895,291,71,197,66,95,533,131,58.75272139,148.3108312,113.3980577,87.89804168,585
20120412111600,325,508,157,193,92,456,250,69,69,78,904,294,72,199,67,96,539,133,59.34024861,149.7939395,114.5320382,88.77702209,631
20120412111620,329,514,159,195,93,461,253,70,70,79,914,297,73,201,68,97,545,135,59.93365109,151.2918789,115.6773586,89.66479231,575
20120412111640,333,520,161,197,94,466,256,71,71,80,924,300,74,204,69,98,551,137,60.5329876,152.8047977,116.8341322,90.56144024,636
20120412111700,337,526,163,199,95,471,259,72,72,81,934,303,75,207,70,99,557,139,61.13831748,154.3328457,118.0024735,91.46705464,628
20120412112100,341,532,165,201,96,476,262,73,73,82,944,307,76,210,71,100,563,141,61.74970066,155.8761742,119.1824983,92.38172519,3292
20120412112120,345,538,167,204,97,481,265,74,74,83,954,311,77,213,72,101,569,143,62.36719766,157.4349359,120.3743232,93.30554244,3248
20120412112140,349,544,169,207,98,486,268,75,75,84,964,315,78,216,73,103,575,145,62.99086964,159.0092853,121.5780665,94.23859786,3239
20120412112200,353,550,171,210,99,491,271,76,76,85,974,319,79,219,74,105,581,147,63.62077833,160.5993781,122.7938471,95.18098384,3239
20120412112220,357,556,173,213,100,496,274,77,77,86,984,323,80,222,75,107,587,149,64.25698612,162.2053719,124.0217856,96.13279368,5276
20120412112240,361,562,175,216,101,501,277,78,78,87,994,327,81,225,76,109,593,151,64.89955598,163.8274256,125.2620035,97.09412162,3357
20120412112300,365,568,177,219,103,507,280,79,79,88,1004,331,82,228,77,111,599,153,65.54855154,165.4656999,126.5146235,98.06506283,3357
20120412112320,369,574,179,222,105,513,283,80,80,89,1015,335,83,231,78,113,605,155,66.20403705,167.1203569,127.7797697,99.04571346,3357
20120412112340,373,580,181,225,107,519,286,81,81,90,1026,339,84,234,79,115,612,157,66.86607742,168.7915604,129.0575674,100.0361706,3357
20120412112400,377,586,183,228,109,525,289,82,82,91,1037,343,85,237,80,117,619,159,67.5347382,170.479476,130.3481431,101.0365323,3357
20120412112420,381,592,185,231,111,531,292,83,83,92,1048,347,86,240,81,119,626,161,68.21008558,172.1842708,131.6516245,102.0468976,3357
20120412112440,385,598,187,234,113,537,295,84,84,93,1059,351,87,243,82,121,633,163,68.89218644,173.9061135,132.9681408,103.0673666,3357
20120412112720,389,604,189,237,115,543,298,85,85,94,1070,355,88,246,83,123,640,165,69.5811083,175.6451746,134.2978222,104.0980403,3357
20120412112740,393,611,191,240,117,549,301,86,86,95,1081,359,89,249,84,125,647,167,70.27691938,177.4016264,135.6408004,105.1390207,3357
20120412112800,397,618,193,243,119,555,305,87,87,96,1092,363,90,252,85,127,654,169,70.97968858,179.1756427,136.9972084,106.1904109,3357
20120412112820,401,625,195,246,121,561,309,88,88,97,1103,367,91,255,86,129,661,171,71.68948546,180.9673991,138.3671805,107.252315,3357
20120412112840,406,632,197,249,123,567,313,89,89,98,1115,371,92,258,87,131,668,173,72.40638032,182.7770731,139.7508523,108.3248381,3357
20120412112900,411,639,199,252,125,573,317,90,90,99,1127,375,93,261,88,133,675,175,73.13044412,184.6048438,141.1483608,109.4080865,3357
20120412112920,416,646,201,255,127,579,321,91,91,100,1139,379,94,264,89,135,682,177,73.86174856,186.4508922,142.5598444,110.5021674,3357
20120412112940,421,653,204,258,129,585,325,92,92,101,1151,383,95,267,90,137,689,179,74.60036605,188.3154012,143.9854429,111.6071891,3357
20120412113000,426,660,207,261,131,591,329,93,93,103,1163,387,96,270,91,139,696,181,75.34636971,190.1985552,145.4252973,112.7232609,3357
20120412113020,431,667,210,264,133,597,333,94,94,105,1175,391,97,273,92,141,703,183,76.09983341,192.1005407,146.8795503,113.8504936,3357
20120412113040,436,674,213,267,135,603,337,95,95,107,1187,395,98,276,93,143,711,185,76.86083174,194.0215461,148.3483458,114.9889985,3357
20120412113100,441,681,216,270,137,610,341,96,96,109,1199,399,99,279,94,145,719,187,77.62944006,195.9617616,149.8318293,116.1388885,3357
20120412113200,446,688,219,273,139,617,345,97,97,111,1211,403,100,282,95,147,727,189,78.40573446,197.9213792,151.3301475,117.3002774,1
20120412113249,451,695,222,276,141,624,349,98,98,113,1224,408,101,285,96,149,735,191,79.1897918,199.900593,152.843449,118.4732801,1
20120412113299,456,702,225,279,143,631,353,99,99,115,1237,413,103,288,97,151,743,193,79.98168972,201.8995989,154.3718835,119.6580129,1
20120412113349,461,710,228,282,145,638,357,100,100,117,1250,418,105,291,98,153,751,195,80.78150662,203.9185949,155.9156023,120.8545931,1
20120412113398,466,718,231,285,147,645,361,101,101,119,1263,423,107,294,99,155,759,197,81.58932168,205.9577809,157.4747584,122.063139,1
20120412113448,471,726,234,288,149,652,365,103,103,121,1276,428,109,297,100,157,767,199,82.4052149,208.0173587,159.049506,123.2837704,1
20120412113498,476,734,237,291,151,659,369,105,105,123,1289,433,111,300,101,159,775,201,83.22926705,210.0975323,160.640001,124.5166081,1
20120412113547,481,742,240,294,153,666,373,107,107,125,1302,438,113,303,103,161,783,204,84.06155972,212.1985076,162.246401,125.7617742,1
20120412113597,486,750,243,297,155,673,377,109,109,127,1316,443,115,307,105,163,791,207,84.90217532,214.3204927,163.868865,127.0193919,1
20120412113647,491,758,246,300,157,680,381,111,111,129,1330,448,117,311,107,165,799,210,85.75119707,216.4636976,165.5075537,128.2895858,1
20120412113696,496,766,249,303,159,687,385,113,113,131,1344,453,119,315,109,167,807,213,86.60870904,218.6283346,167.1626292,129.5724817,1
20120412113746,501,774,252,307,161,694,389,115,115,133,1358,458,121,319,111,169,816,216,87.47479613,220.8146179,168.8342555,130.8682065,1
20120412113796,507,782,255,311,163,701,393,117,117,135,1372,463,123,323,113,171,825,219,88.34954409,223.0227641,170.5225981,132.1768886,1
20120412113845,513,790,258,315,165,709,397,119,119,137,1386,468,125,327,115,173,834,222,89.23303953,225.2529917,172.227824,133.4986575,1
20120412113895,519,798,261,319,167,717,401,121,121,139,1400,473,127,331,117,175,843,225,90.12536993,227.5055216,173.9501023,134.833644,1
20120412113945,525,806,264,323,169,725,406,123,123,141,1414,478,129,335,119,177,852,228,91.02662363,229.7805769,175.6896033,136.1819805,1
20120412113994,531,815,267,327,171,733,411,125,125,143,1429,483,131,339,121,179,861,231,91.93688987,232.0783826,177.4464993,137.5438003,1
20120412114044,537,824,270,331,173,741,416,127,127,145,1444,488,133,343,123,181,870,234,92.85625876,234.3991665,179.2209643,138.9192383,1
20120412114094,543,833,273,335,175,749,421,129,129,147,1459,493,135,347,125,183,879,237,93.78482135,236.7431581,181.013174,140.3084307,1
20120412114143,549,842,276,339,177,757,426,131,131,149,1474,498,137,351,127,185,888,240,94.72266957,239.1105897,182.8233057,141.711515,1
20120412114193,555,851,279,343,179,765,431,133,133,151,1489,503,139,355,129,187,897,243,95.66989626,241.5016956,184.6515388,143.1286301,1
20120412114243,561,860,282,347,181,773,436,135,135,153,1504,509,141,359,131,189,906,246,96.62659522,243.9167126,186.4980542,144.5599164,1
20120412114292,567,869,285,351,183,781,441,137,137,155,1520,515,143,363,133,191,916,249,97.59286118,246.3558797,188.3630347,146.0055156,1
20120412114342,573,878,288,355,185,789,446,139,139,157,1536,521,145,367,135,193,926,252,98.56878979,248.8194385,190.2466651,147.4655707,1
20120412114392,579,887,291,359,187,797,451,141,141,159,1552,527,147,371,137,195,936,255,99.55447769,251.3076329,192.1491317,148.9402264,1
20120412114441,585,896,294,363,189,805,456,143,143,161,1568,533,149,375,139,197,946,258,100.5500225,253.8207092,194.070623,150.4296287,1
20120412114491,591,905,297,367,191,814,461,145,145,163,1584,539,151,379,141,199,956,261,101.5555227,256.3589163,196.0113293,151.933925,1
20120412114541,597,915,300,371,193,823,466,147,147,165,1600,545,153,383,143,201,966,264,102.5710779,258.9225054,197.9714425,153.4532642,1
20120412114590,603,925,303,375,195,832,471,149,149,167,1616,551,155,387,145,204,976,267,103.5967887,261.5117305,199.951157,154.9877969,1
20120412114640,610,935,307,379,197,841,476,151,151,169,1633,557,157,391,147,207,986,270,104.6327566,264.1268478,201.9506685,156.5376749,1
