20120412102220,51,110,32,34,10,108,44,1,11,21,211,59,13,54,1,23,132,38
20120412102240,46,112,34,25,9,82,37,5,8,9,236,77,5,42,3,20,156,39
20120412102300,35,109,27,40,15,102,55,9,9,15,236,73,9,28,7,23,169,45
20120412102320,36,119,23,38,11,136,61,6,5,16,249,49,8,47,7,21,147,39
20120412102340,35,94,30,28,12,118,57,4,13,14,235,59,15,45,6,31,162,39
20120412102400,33,102,28,43,15,121,46,10,7,13,219,47,5,46,8,31,150,39
20120412102540,89,146,27,40,15,118,66,9,17,15,317,109,17,27,4,16,170,31
20120412102600,64,129,33,60,25,136,58,5,13,17,299,73,14,47,11,24,189,29
20120412102620,70,155,37,51,18,150,79,4,12,14,322,61,12,66,3,18,192,43
20120412102640,53,123,34,85,28,161,73,11,8,15,256,60,9,61,8,26,182,40
20120412102700,70,158,32,47,12,115,56,4,9,15,260,79,7,60,4,21,160,40
20120412102720,60,131,37,59,24,155,75,12,11,15,279,71,14,51,10,19,203,43
20120412102740,53,138,50,74,25,121,56,8,9,19,283,69,7,54,10,20,169,43
20120412102800,52,154,44,41,9,147,73,10,8,18,261,93,13,55,9,29,178,39
20120412102820,41,160,37,48,21,116,50,10,10,15,272,83,8,46,9,21,173,39
20120412102840,45,145,47,63,22,123,56,9,5,18,284,90,7,49,9,19,192,38
20120412102900,52,143,40,48,11,122,53,8,7,16,270,84,9,65,9,18,164,51
20120412102920,65,143,36,41,16,134,72,8,9,23,277,82,9,37,7,24,192,51
20120412102940,51,126,42,40,14,112,50,5,10,20,271,79,9,48,7,20,178,58
20120412103120,78,177,39,52,15,174,90,5,15,26,370,114,15,56,4,22,212,42
20120412103140,98,167,49,43,14,154,71,4,7,21,356,107,7,59,4,27,183,24
20120412103200,97,178,55,45,19,170,78,7,13,19,311,107,11,68,10,23,191,51
20120412103220,63,160,40,71,22,187,88,11,16,22,344,85,16,71,7,28,203,58
20120412103240,89,165,53,74,28,200,96,6,11,14,297,98,8,76,6,23,188,50
20120412103300,59,181,53,44,14,190,83,8,9,21,287,93,14,67,10,42,184,59
20120412103320,65,188,46,55,20,176,82,7,17,16,342,101,16,88,5,24,196,38
20120412103340,62,161,41,80,30,170,69,6,12,17,366,120,12,75,6,20,226,43
20120412103400,60,161,43,85,30,187,86,13,8,20,357,87,10,74,13,32,224,56
20120412103420,57,162,51,79,22,158,71,9,13,27,338,88,12,69,10,23,216,52
20120412103440,57,188,56,48,11,154,76,10,12,26,323,116,12,59,8,17,202,70
20120412103500,73,165,61,60,24,173,72,3,9,20,329,136,9,59,4,30,209,55
20120412103740,84,201,55,93,32,200,95,6,12,34,378,89,15,76,4,25,245,44
20120412103800,66,193,62,83,24,212,92,11,12,28,374,119,11,80,10,27,221,57
20120412103820,91,197,54,72,29,172,84,8,20,33,364,136,24,70,9,29,255,46
20120412103840,91,200,68,90,29,187,81,9,14,33,391,129,10,68,9,48,231,64
20120412103900,101,194,46,60,18,226,105,13,11,17,334,132,11,81,10,36,238,68
20120412103920,94,216,59,60,21,200,82,11,10,31,392,108,12,83,13,35,235,44
20120412103940,74,201,50,103,41,190,94,10,16,20,383,119,15,78,9,35,272,43
20120412104000,82,191,57,81,22,193,89,5,16,39,376,106,19,85,6,35,263,69
20120412104020,76,203,45,60,21,223,102,8,12,32,379,116,11,89,7,33,259,53
20120412104040,80,198,52,68,19,206,91,5,20,21,413,103,19,90,7,25,243,65
20120412104100,80,212,59,69,27,212,98,10,19,20,369,111,19,72,7,35,240,82
20120412104340,127,222,52,75,27,211,113,14,11,24,468,144,12,73,12,29,276,61
20120412104400,122,209,59,83,30,260,129,7,15,33,445,125,13,85,8,28,302,80
20120412104420,128,225,73,71,25,259,124,12,12,19,431,112,20,91,11,34,288,77
20120412104440,109,225,67,92,28,229,103,12,21,35,394,134,13,112,11,25,272,64
20120412104500,77,242,68,78,26,233,104,12,17,24,406,134,21,92,9,37,275,67
20120412104520,76,241,64,90,29,232,107,7,15,32,446,134,11,104,13,42,276,67
20120412104540,87,210,47,82,32,232,112,17,17,29,473,120,17,89,11,46,318,55
20120412104600,95,221,62,101,32,241,101,11,7,28,468,105,5,96,15,45,273,69
20120412104620,71,242,58,68,26,180,86,13,14,29,481,134,23,83,10,42,300,68
20120412104640,72,241,69,80,24,229,105,6,18,32,446,142,12,91,7,29,295,80
20120412104700,90,238,58,68,31,218,109,12,15,32,434,129,16,89,9,32,272,78
20120412104720,103,204,62,83,24,262,119,16,14,29,428,117,17,92,19,42,314,71
20120412104900,212,409,114,34,14,159,103,1,23,45,557,161,25,24,1,20,226,22
20120412104920,181,242,65,78,29,207,109,11,23,39,495,203,19,65,7,28,304,56
20120412104940,170,275,74,92,37,244,124,14,14,23,501,153,17,95,12,41,291,62
20120412105000,172,278,75,93,38,247,126,15,15,24,507,155,18,96,13,42,294,63
20120412105020,174,281,76,94,39,250,128,16,16,25,513,157,19,97,14,43,297,64
20120412105040,176,284,77,95,40,253,130,17,17,26,519,159,20,98,15,44,300,65
20120412105100,178,287,78,96,41,256,132,18,18,27,525,161,21,99,16,45,303,66
20120412105120,180,290,79,97,42,259,134,19,19,28,531,163,22,100,17,46,307,67
20120412105140,182,293,80,98,43,262,136,20,20,29,537,165,23,101,18,47,311,68
20120412105200,184,296,81,99,44,265,138,21,21,30,543,167,24,103,19,48,315,69
20120412105220,186,299,82,100,45,268,140,22,22,31,549,169,25,105,20,49,319,70
20120412105240,188,302,83,101,46,271,142,23,23,32,555,171,26,107,21,50,323,71
20120412105600,190,306,84,103,47,274,144,24,24,33,561,173,27,109,22,51,327,72
20120412105620,192,310,85,105,48,277,146,25,25,34,567,175,28,111,23,52,331,73
20120412105640,194,314,86,107,49,280,148,26,26,35,573,177,29,113,24,53,335,74
20120412105700,196,318,87,109,50,283,150,27,27,36,579,179,30,115,25,54,339,75
20120412105720,198,322,88,111,51,286,152,28,28,37,585,181,31,117,26,55,343,76
20120412105740,200,326,89,113,52,289,154,29,29,38,591,183,32,119,27,56,347,77
20120412105800,202,330,90,115,53,292,156,30,30,39,597,185,33,121,28,57,351,78
20120412105820,205,334,91,117,54,295,158,31,31,40,603,187,34,123,29,58,355,79
20120412105840,208,338,92,119,55,298,160,32,32,41,610,189,35,125,30,59,359,80
20120412105900,211,342,93,121,56,301,162,33,33,42,617,191,36,127,31,60,363,81
20120412105920,214,346,94,123,57,305,164,34,34,43,624,193,37,129,32,61,367,82
20120412110120,217,350,95,125,58,309,166,35,35,44,631,195,38,131,33,62,371,83
20120412110140,220,354,96,127,59,313,168,36,36,45,638,197,39,133,34,63,375,84
20120412110200,223,358,97,129,60,317,170,37,37,46,645,199,40,135,35,64,379,85
20120412110220,226,362,98,131,61,321,172,38,38,47,652,201,41,137,36,65,383,86
20120412110240,229,366,99,133,62,325,174,39,39,48,659,204,42,139,37,66,387,87
20120412110300,232,370,100,135,63,329,176,40,40,49,666,207,43,141,38,67,391,88
20120412110320,235,374,101,137,64,333,178,41,41,50,673,210,44,143,39,68,395,89
20120412110340,238,378,103,139,65,337,180,42,42,51,680,213,45,145,40,69,399,90
20120412110400,241,382,105,141,66,341,182,43,43,52,687,216,46,147,41,70,403,91
20120412110420,244,386,107,143,67,345,184,44,44,53,694,219,47,149,42,71,408,92
20120412110440,247,390,109,145,68,349,186,45,45,54,701,222,48,151,43,72,413,93
20120412110500,250,394,111,147,69,353,188,46,46,55,709,225,49,153,44,73,418,94
20120412110700,253,398,113,149,70,357,190,47,47,56,717,228,50,155,45,74,423,95
20120412110720,256,402,115,151,71,361,192,48,48,57,725,231,51,157,46,75,428,96
20120412110740,259,407,117,153,72,365,194,49,49,58,733,234,52,159,47,76,433,97
20120412110800,262,412,119,155,73,369,196,50,50,59,741,237,53,161,48,77,438,98
20120412110820,265,417,121,157,74,373,198,51,51,60,749,240,54,163,49,78,443,99
20120412110840,268,422,123,159,75,377,200,52,52,61,757,243,55,165,50,79,448,100
20120412110900,271,427,125,161,76,381,202,53,53,62,765,246,56,167,51,80,453,101
20120412110920,274,432,127,163,77,385,205,54,54,63,773,249,57,169,52,81,458,103
20120412110940,277,437,129,165,78,389,208,55,55,64,781,252,58,171,53,82,463,105
20120412111000,280,442,131,167,79,393,211,56,56,65,789,255,59,173,54,83,468,107
20120412111020,283,447,133,169,80,397,214,57,57,66,797,258,60,175,55,84,473,109
20120412111040,286,452,135,171,81,401,217,58,58,67,805,261,61,177,56,85,478,111
20120412111100,289,457,137,173,82,406,220,59,59,68,814,264,62,179,57,86,483,113
20120412111120,292,462,139,175,83,411,223,60,60,69,823,267,63,181,58,87,488,115
20120412111320,295,467,141,177,84,416,226,61,61,70,832,270,64,183,59,88,493,117
20120412111340,298,472,143,179,85,421,229,62,62,71,841,273,65,185,60,89,498,119
20120412111400,301,477,145,181,86,426,232,63,63,72,850,276,66,187,61,90,503,121
20120412111420,305,482,147,183,87,431,235,64,64,73,859,279,67,189,62,91,509,123
20120412111440,309,487,149,185,88,436,238,65,65,74,868,282,68,191,63,92,515,125
20120412111500,313,492,151,187,89,441,241,66,66,75,877,285,69,193,64,93,521,127
20120412111520,317,497,153,189,90,446,244,67,67,76,886,288,70,195,65,94,527,129
20120412111540,321,502,155,191,91,451,247,68,68,77,895,291,71,197,66,95,533,131
20120412111600,325,508,157,193,92,456,250,69,69,78,904,294,72,199,67,96,539,133
20120412111620,329,514,159,195,93,461,253,70,70,79,914,297,73,201,68,97,545,135
20120412111640,333,520,161,197,94,466,256,71,71,80,924,300,74,204,69,98,551,137
20120412111700,337,526,163,199,95,471,259,72,72,81,934,303,75,207,70,99,557,139
20120412112100,341,532,165,201,96,476,262,73,73,82,944,307,76,210,71,100,563,141
20120412112120,345,538,167,204,97,481,265,74,74,83,954,311,77,213,72,101,569,143
20120412112140,349,544,169,207,98,486,268,75,75,84,964,315,78,216,73,103,575,145
20120412112200,353,550,171,210,99,491,271,76,76,85,974,319,79,219,74,105,581,147
20120412112220,357,556,173,213,100,496,274,77,77,86,984,323,80,222,75,107,587,149
20120412112240,361,562,175,216,101,501,277,78,78,87,994,327,81,225,76,109,593,151
20120412112300,365,568,177,219,103,507,280,79,79,88,1004,331,82,228,77,111,599,153
20120412112320,369,574,179,222,105,513,283,80,80,89,1015,335,83,231,78,113,605,155
20120412112340,373,580,181,225,107,519,286,81,81,90,1026,339,84,234,79,115,612,157
20120412112400,377,586,183,228,109,525,289,82,82,91,1037,343,85,237,80,117,619,159
20120412112420,381,592,185,231,111,531,292,83,83,92,1048,347,86,240,81,119,626,161
20120412112440,385,598,187,234,113,537,295,84,84,93,1059,351,87,243,82,121,633,163
20120412112720,389,604,189,237,115,543,298,85,85,94,1070,355,88,246,83,123,640,165
20120412112740,393,611,191,240,117,549,301,86,86,95,1081,359,89,249,84,125,647,167
20120412112800,397,618,193,243,119,555,305,87,87,96,1092,363,90,252,85,127,654,169
20120412112820,401,625,195,246,121,561,309,88,88,97,1103,367,91,255,86,129,661,171
20120412112840,406,632,197,249,123,567,313,89,89,98,1115,371,92,258,87,131,668,173
20120412112900,411,639,199,252,125,573,317,90,90,99,1127,375,93,261,88,133,675,175
20120412112920,416,646,201,255,127,579,321,91,91,100,1139,379,94,264,89,135,682,177
20120412112940,421,653,204,258,129,585,325,92,92,101,1151,383,95,267,90,137,689,179
20120412113000,426,660,207,261,131,591,329,93,93,103,1163,387,96,270,91,139,696,181
20120412113020,431,667,210,264,133,597,333,94,94,105,1175,391,97,273,92,141,703,183
20120412113040,436,674,213,267,135,603,337,95,95,107,1187,395,98,276,93,143,711,185
20120412113100,441,681,216,270,137,610,341,96,96,109,1199,399,99,279,94,145,719,187
20120412113200,446,688,219,273,139,617,345,97,97,111,1211,403,100,282,95,147,727,189
20120412113249,451,695,222,276,141,624,349,98,98,113,1224,408,101,285,96,149,735,191
20120412113299,456,702,225,279,143,631,353,99,99,115,1237,413,103,288,97,151,743,193
20120412113349,461,710,228,282,145,638,357,100,100,117,1250,418,105,291,98,153,751,195
20120412113398,466,718,231,285,147,645,361,101,101,119,1263,423,107,294,99,155,759,197
20120412113448,471,726,234,288,149,652,365,103,103,121,1276,428,109,297,100,157,767,199
20120412113498,476,734,237,291,151,659,369,105,105,123,1289,433,111,300,101,159,775,201
20120412113547,481,742,240,294,153,666,373,107,107,125,1302,438,113,303,103,161,783,204
20120412113597,486,750,243,297,155,673,377,109,109,127,1316,443,115,307,105,163,791,207
20120412113647,491,758,246,300,157,680,381,111,111,129,1330,448,117,311,107,165,799,210
20120412113696,496,766,249,303,159,687,385,113,113,131,1344,453,119,315,109,167,807,213
20120412113746,501,774,252,307,161,694,389,115,115,133,1358,458,121,319,111,169,816,216
20120412113796,507,782,255,311,163,701,393,117,117,135,1372,463,123,323,113,171,825,219
20120412113845,513,790,258,315,165,709,397,119,119,137,1386,468,125,327,115,173,834,222
20120412113895,519,798,261,319,167,717,401,121,121,139,1400,473,127,331,117,175,843,225
20120412113945,525,806,264,323,169,725,406,123,123,141,1414,478,129,335,119,177,852,228
20120412113994,531,815,267,327,171,733,411,125,125,143,1429,483,131,339,121,179,861,231
20120412114044,537,824,270,331,173,741,416,127,127,145,1444,488,133,343,123,181,870,234
20120412114094,543,833,273,335,175,749,421,129,129,147,1459,493,135,347,125,183,879,237
20120412114143,549,842,276,339,177,757,426,131,131,149,1474,498,137,351,127,185,888,240
20120412114193,555,851,279,343,179,765,431,133,133,151,1489,503,139,355,129,187,897,243
20120412114243,561,860,282,347,181,773,436,135,135,153,1504,509,141,359,131,189,906,246
20120412114292,567,869,285,351,183,781,441,137,137,155,1520,515,143,363,133,191,916,249
20120412114342,573,878,288,355,185,789,446,139,139,157,1536,521,145,367,135,193,926,252
20120412114392,579,887,291,359,187,797,451,141,141,159,1552,527,147,371,137,195,936,255
20120412114441,585,896,294,363,189,805,456,143,143,161,1568,533,149,375,139,197,946,258
20120412114491,591,905,297,367,191,814,461,145,145,163,1584,539,151,379,141,199,956,261
20120412114541,597,915,300,371,193,823,466,147,147,165,1600,545,153,383,143,201,966,264
20120412114590,603,925,303,375,195,832,471,149,149,167,1616,551,155,387,145,204,976,267
20120412114640,610,935,307,379,197,841,476,151,151,169,1633,557,157,391,147,207,986,270
20120412114690,617,945,311,383,199,850,481,153,153,171,1650,563,159,395,149,210,996,273
20120412114739,624,955,315,387,201,859,486,155,155,173,1667,569,161,399,151,213,1006,276
20120412114789,631,965,319,391,204,868,491,157,157,175,1684,575,163,403,153,216,1017,279
20120412114839,638,975,323,395,207,877,496,159,159,177,1701,581,165,408,155,219,1028,282
20120412114888,645,985,327,399,210,886,501,161,161,179,1719,587,167,413,157,222,1039,285
20120412114938,652,995,331,403,213,895,507,163,163,181,1737,593,169,418,159,225,1050,288
20120412114988,659,1005,335,408,216,904,513,165,165,183,1755,599,171,423,161,228,1061,291
20120412115037,666,1016,339,413,219,914,519,167,167,185,1773,605,173,428,163,231,1072,294
20120412115087,673,1027,343,418,222,924,525,169,169,187,1791,612,175,433,165,234,1083,297
20120412115137,680,1038,347,423,225,934,531,171,171,189,1809,619,177,438,167,237,1094,300
20120412115186,687,1049,351,428,228,944,537,173,173,191,1828,626,179,443,169,240,1105,303
20120412115236,694,1060,355,433,231,954,543,175,175,193,1847,633,181,448,171,243,1117,307
20120412115285,701,1071,359,438,234,964,549,177,177,195,1866,640,183,453,173,246,1129,311
20120412115335,709,1082,363,443,237,974,555,179,179,197,1885,647,185,458,175,249,1141,315
20120412115385,717,1093,367,448,240,984,561,181,181,199,1904,654,187,463,177,252,1153,319
20120412115434,725,1104,371,453,243,994,567,183,183,201,1924,661,189,468,179,255,1165,323
20120412115484,733,1116,375,458,246,1004,573,185,185,204,1944,668,191,473,181,258,1177,327
20120412115534,741,1128,379,463,249,1015,579,187,187,207,1964,675,193,478,183,261,1189,331
20120412115583,749,1140,383,468,252,1026,585,189,189,210,1984,682,195,483,185,264,1201,335
20120412115633,757,1152,387,473,255,1037,591,191,191,213,2004,689,197,488,187,267,1214,339
20120412115683,765,1164,391,478,258,1048,597,193,193,216,2025,696,199,493,189,270,1227,343
20120412115732,773,1176,395,483,261,1059,603,195,195,219,2046,703,201,498,191,273,1240,347
20120412115782,781,1188,399,488,264,1070,610,197,197,222,2067,711,204,503,193,276,1253,351
20120412115832,789,1200,403,493,267,1081,617,199,199,225,2088,719,207,509,195,279,1266,355
20120412115881,797,1212,408,498,270,1092,624,201,201,228,2109,727,210,515,197,282,1279,359
20120412115931,805,1225,413,503,273,1103,631,204,204,231,2131,735,213,521,199,285,1292,363
20120412115981,814,1238,418,509,276,1115,638,207,207,234,2153,743,216,527,201,288,1305,367
20120412116030,823,1251,423,515,279,1127,645,210,210,237,2175,751,219,533,204,291,1319,371
20120412116080,832,1264,428,521,282,1139,652,213,213,240,2197,759,222,539,207,294,1333,375
20120412116130,841,1277,433,527,285,1151,659,216,216,243,2219,767,225,545,210,297,1347,379
20120412116179,850,1290,438,533,288,1163,666,219,219,246,2242,775,228,551,213,300,1361,383
20120412116229,859,1303,443,539,291,1175,673,222,222,249,2265,783,231,557,216,303,1375,387
20120412116279,868,1317,448,545,294,1187,680,225,225,252,2288,791,234,563,219,307,1389,391
20120412116328,877,1331,453,551,297,1199,687,228,228,255,2311,799,237,569,222,311,1403,395
20120412116378,886,1345,458,557,300,1211,694,231,231,258,2335,807,240,575,225,315,1418,399
20120412116428,895,1359,463,563,303,1224,701,234,234,261,2359,816,243,581,228,319,1433,403
20120412116477,904,1373,468,569,307,1237,709,237,237,264,2383,825,246,587,231,323,1448,408
20120412116527,914,1387,473,575,311,1250,717,240,240,267,2407,834,249,593,234,327,1463,413
20120412116577,924,1401,478,581,315,1263,725,243,243,270,2432,843,252,599,237,331,1478,418
20120412116626,934,1416,483,587,319,1276,733,246,246,273,2457,852,255,605,240,335,1493,423
20120412116676,944,1431,488,593,323,1289,741,249,249,276,2482,861,258,612,243,339,1508,428
20120412116726,954,1446,493,599,327,1302,749,252,252,279,2507,870,261,619,246,343,1524,433
20120412116775,964,1461,498,605,331,1316,757,255,255,282,2533,879,264,626,249,347,1540,438
20120412116825,974,1476,503,612,335,1330,765,258,258,285,2559,888,267,633,252,351,1556,443
20120412116875,984,1491,509,619,339,1344,773,261,261,288,2585,897,270,640,255,355,1572,448
20120412116924,994,1506,515,626,343,1358,781,264,264,291,2611,906,273,647,258,359,1588,453
20120412116974,1004,1522,521,633,347,1372,789,267,267,294,2638,916,276,654,261,363,1604,458
20120412117024,1015,1538,527,640,351,1386,797,270,270,297,2665,926,279,661,264,367,1621,463
20120412117073,1026,1554,533,647,355,1400,805,273,273,300,2692,936,282,668,267,371,1638,468
20120412117123,1037,1570,539,654,359,1414,814,276,276,303,2719,946,285,675,270,375,1655,473
20120412117173,1048,1586,545,661,363,1429,823,279,279,307,2747,956,288,682,273,379,1672,478
20120412117222,1059,1602,551,668,367,1444,832,282,282,311,2775,966,291,689,276,383,1689,483
20120412117272,1070,1619,557,675,371,1459,841,285,285,315,2803,976,294,696,279,387,1706,488
20120412117322,1081,1636,563,682,375,1474,850,288,288,319,2832,986,297,703,282,391,1724,493
20120412117371,1092,1653,569,689,379,1489,859,291,291,323,2861,996,300,711,285,395,1742,498
20120412117421,1103,1670,575,696,383,1504,868,294,294,327,2890,1006,303,719,288,399,1760,503
20120412117471,1115,1687,581,703,387,1520,877,297,297,331,2919,1017,307,727,291,403,1778,509
20120412117520,1127,1704,587,711,391,1536,886,300,300,335,2949,1028,311,735,294,408,1796,515
20120412117570,1139,1722,593,719,395,1552,895,303,303,339,2979,1039,315,743,297,413,1814,521
20120412117620,1151,1740,599,727,399,1568,904,307,307,343,3009,1050,319,751,300,418,1833,527
20120412117669,1163,1758,605,735,403,1584,914,311,311,347,3040,1061,323,759,303,423,1852,533
20120412117719,1175,1776,612,743,408,1600,924,315,315,351,3071,1072,327,767,307,428,1871,539
20120412117769,1187,1794,619,751,413,1616,934,319,319,355,3102,1083,331,775,311,433,1890,545
20120412117818,1199,1812,626,759,418,1633,944,323,323,359,3134,1094,335,783,315,438,1909,551
20120412117868,1211,1831,633,767,423,1650,954,327,327,363,3166,1105,339,791,319,443,1929,557
20120412117918,1224,1850,640,775,428,1667,964,331,331,367,3198,1117,343,799,323,448,1949,563
20120412117967,1237,1869,647,783,433,1684,974,335,335,371,3230,1129,347,807,327,453,1969,569
20120412118017,1250,1888,654,791,438,1701,984,339,339,375,3263,1141,351,816,331,458,1989,575
20120412118067,1263,1907,661,799,443,1719,994,343,343,379,3296,1153,355,825,335,463,2009,581
20120412118116,1276,1927,668,807,448,1737,1004,347,347,383,3329,1165,359,834,339,468,2030,587
20120412118166,1289,1947,675,816,453,1755,1015,351,351,387,3363,1177,363,843,343,473,2051,593
20120412118216,1302,1967,682,825,458,1773,1026,355,355,391,3397,1189,367,852,347,478,2072,599
20120412118265,1302,1967,682,825,458,1773,1026,355,355,391,3397,1189,367,852,347,478,2072,599
20120412118315,1237,1869,648,784,436,1685,975,338,338,372,3228,1130,349,810,330,455,1969,570
20120412118365,1176,1776,616,745,415,1601,927,322,322,354,3067,1074,332,770,314,433,1871,542
20120412118414,1118,1688,586,708,395,1521,881,306,306,337,2914,1021,316,732,299,412,1778,515
20120412118464,1063,1604,557,673,376,1445,837,291,291,321,2769,970,301,696,285,392,1690,490
20120412118514,1010,1524,530,640,358,1373,796,277,277,305,2631,922,286,662,271,373,1606,466
20120412118563,960,1448,504,608,341,1305,757,264,264,290,2500,876,272,629,258,355,1526,443
20120412118613,912,1376,479,578,324,1240,720,251,251,276,2375,833,259,598,246,338,1450,421
20120412118663,867,1308,456,550,308,1178,684,239,239,263,2257,792,247,569,234,322,1378,400
20120412118712,824,1243,434,523,293,1120,650,228,228,250,2145,753,235,541,223,306,1310,380
20120412118762,783,1181,413,497,279,1064,618,217,217,238,2038,716,224,514,212,291,1245,361
20120412118812,744,1122,393,473,266,1011,588,207,207,227,1937,681,213,489,202,277,1183,343
20120412118861,707,1066,374,450,253,961,559,197,197,216,1841,647,203,465,192,264,1124,326
20120412118911,672,1013,356,428,241,913,532,188,188,206,1749,615,193,442,183,251,1068,310
20120412118961,639,963,339,407,229,868,506,179,179,196,1662,585,184,420,174,239,1015,295
20120412119010,608,915,323,387,218,825,481,171,171,187,1579,556,175,399,166,228,965,281
20120412119060,578,870,307,368,208,784,457,163,163,178,1501,529,167,380,158,217,917,267
20120412119109,550,827,292,350,198,745,435,155,155,170,1426,503,159,361,151,207,872,254
20120412119159,523,786,278,333,189,708,414,148,148,162,1355,478,152,343,144,197,829,242
20120412119209,497,747,265,317,180,673,394,141,141,154,1288,455,145,326,137,188,788,230
20120412119258,473,710,252,302,171,640,375,134,134,147,1224,433,138,310,131,179,749,219
20120412119308,450,675,240,287,163,608,357,128,128,140,1163,412,132,295,125,171,712,209
20120412119358,428,642,228,273,155,578,340,122,122,133,1105,392,126,281,119,163,677,199
20120412119407,407,610,217,260,148,550,323,116,116,127,1050,373,120,267,114,155,644,190
20120412119457,387,580,207,247,141,523,307,111,111,121,998,355,114,254,109,148,612,181
20120412119507,368,551,197,235,134,497,292,106,106,115,949,338,109,242,104,141,582,172
20120412119556,350,524,188,224,128,473,278,101,101,110,902,322,104,230,99,134,553,164
20120412119606,333,498,179,213,122,450,265,96,96,105,857,306,99,219,95,128,526,156
20120412119656,317,474,171,203,116,428,252,92,92,100,815,291,95,209,91,122,500,149
20120412119705,302,451,163,193,111,407,240,88,88,95,775,277,91,199,87,116,475,142
20120412119755,287,429,155,184,106,387,228,84,84,91,737,264,87,190,83,111,452,135
20120412119805,273,408,148,175,101,368,217,80,80,87,701,251,83,181,79,106,430,129
20120412119854,260,388,141,167,96,350,207,76,76,83,666,239,79,172,76,101,409,123
